text,label
What are the best foods to eat for migraines?,HEALTH_ADVICE
Can I manage anxiety with meditation and yoga?,HEALTH_ADVICE
How many calories are in 3 ounces of grilled chicken breast?,NUTRITION_LOOKUP
What are the best foods for managing type 2 diabetes?,HEALTH_ADVICE
What's the fiber content in oatmeal?,NUTRITION_LOOKUP
Is it going to rain tomorrow in London?,NONE
How much protein is in tofu exactly?,NUTRITION_LOOKUP
Can you recommend a good book on data visualization?,NONE
Can you recommend supplements for improving gut health?,HEALTH_ADVICE
Show me a map of Tokyo.,NONE
What foods are best for lowering triglycerides?,HEALTH_ADVICE
What is the sodium content of a can of chicken broth?,NUTRITION_LOOKUP
What's the carb count for a slice of white bread?,NUTRITION_LOOKUP
What's the potassium content in bananas per medium-sized fruit and will they help lower my blood pressure?,BOTH
Can I use acupuncture for weight loss and improving overall well-being?,HEALTH_ADVICE
"What's the iron level in red meat, and can I take supplements if I'm anemic?",BOTH
Who was the ancient Greek philosopher who founded Stoicism?,NONE
What are the best ways to stay hydrated while following a restrictive diet?,HEALTH_ADVICE
What is the definition of a data structure in programming?,NONE
What is the name of the largest river in South America?,NONE
How many carbs in a large banana?,NUTRITION_LOOKUP
What is the fat content of a large order of fries?,NUTRITION_LOOKUP
Can a keto diet reverse Hashimoto's?,HEALTH_ADVICE
Is there a way to convert a video file to MP3?,NONE
Can you guide me to Dubai?,NONE
Can ginseng help treat anemia symptoms?,HEALTH_ADVICE
How does omega-3 affect anxiety in patients with fibromyalgia?,HEALTH_ADVICE
What is the fat content of a large pizza with extra cheese?,NUTRITION_LOOKUP
What are some healthy ways to manage PCOS symptoms through food?,HEALTH_ADVICE
What's the sodium level in a packet of instant noodles?,NUTRITION_LOOKUP
How much cholesterol is in a slice of cheese pizza?,NUTRITION_LOOKUP
How much vitamin D is in salmon and does it improve bone health?,BOTH
Is it going to snow tomorrow in New York City?,NONE
Tell me about the iron content of spinach,NUTRITION_LOOKUP
What is the purpose of a try-except block in programming?,NONE
How many calories are in a small hamburger patty?,NUTRITION_LOOKUP
Give me the fiber value for a portion of broccoli.,NUTRITION_LOOKUP
What is the fat content of a pound of turkey sausage?,NUTRITION_LOOKUP
Is turmeric effective in reducing inflammation?,HEALTH_ADVICE
How does a low-carb diet affect blood sugar levels?,HEALTH_ADVICE
What's the carb count of brown rice and can I eat it on a low-carb diet?,BOTH
Is aloe safe for someone with IBS?,HEALTH_ADVICE
Give me the vitamin C content of oranges and can they help with scurvy?,BOTH
How does the Mediterranean diet impact heart health?,HEALTH_ADVICE
Should I take turmeric supplements daily?,HEALTH_ADVICE
How does intermittent fasting affect blood sugar control in diabetics?,HEALTH_ADVICE
How much vitamin D is in salmon fillets and can it help with bone health for older adults?,BOTH
What are the benefits of incorporating fermented foods in my diet?,HEALTH_ADVICE
What's the fiber content of oatmeal and can it improve digestion?,BOTH
Will a low-fat diet help with weight loss and heart health?,HEALTH_ADVICE
"What's the calorie count of lean beef, and is it suitable for a low-carb diet?",BOTH
How much sugar is in chicken breast exactly?,NUTRITION_LOOKUP
How much protein is in Greek yogurt?,NUTRITION_LOOKUP
What's the protein level in a cup of Greek yogurt?,NUTRITION_LOOKUP
How much protein is in chicken breast and can it aid muscle growth?,BOTH
Is it possible to predict the weather for a specific location on a given date?,NONE
What's the fiber in quinoa and will it help with constipation?,BOTH
Can a low histamine diet alleviate symptoms of migraines?,HEALTH_ADVICE
Are almonds low in carbs?,NUTRITION_LOOKUP
Can you calculate the calorie count for a large pizza?,NUTRITION_LOOKUP
Is there a new smartphone model released this quarter?,NONE
What is the current weather forecast for London?,NONE
What's the potassium level in avocados and should I eat them regularly?,BOTH
Can a low-carb diet improve blood sugar control in type 2 diabetes?,HEALTH_ADVICE
"Give me the calorie count of a cup of cooked brown rice, and tell me if it helps with weight loss",BOTH
Can a vegan lifestyle help with menopause symptoms?,HEALTH_ADVICE
Can you recommend exercise routines for improving bone density?,HEALTH_ADVICE
Tell me the protein content of turkey breast and does it support muscle growth,BOTH
What is the formula for calculating the perimeter of a triangle?,NONE
What is the fiber content of cooked oatmeal?,NUTRITION_LOOKUP
What programming language should I learn first?,NONE
Give me the iron levels in lentils and if they aid in anemia symptoms,BOTH
How much vitamin E is in an almond?,NUTRITION_LOOKUP
How much fat is in a large pizza?,NUTRITION_LOOKUP
Who was the founder of Microsoft?,NONE
Are antioxidants effective in preventing chronic diseases?,HEALTH_ADVICE
Can the MIND diet help reduce the risk of dementia in older adults?,HEALTH_ADVICE
Are there any benefits to eating a raw food diet?,HEALTH_ADVICE
"How much sugar is in a glass of apple juice, and should I limit my intake if I'm trying to lose weight?",BOTH
What are some healthy meal ideas for someone with celiac disease?,HEALTH_ADVICE
Can you explain the concept of artificial intelligence?,NONE
"Give me the iron level in turkey, and can I take supplements if I'm anemic?",BOTH
How much iron is in red meat and can it help with anemia?,BOTH
How much fiber is in quinoa and does it help lower cholesterol?,BOTH
Can you explain the concept of Big O notation?,NONE
What's the protein content of a chicken drumstick?,NUTRITION_LOOKUP
What is the calcium level in a cup of milk?,NUTRITION_LOOKUP
What foods should I eat to reduce inflammation?,HEALTH_ADVICE
How much sodium is in sweet potato exactly?,NUTRITION_LOOKUP
Tell me the history of Berlin.,NONE
What's the calorie count of a large order of fries?,NUTRITION_LOOKUP
"Give me the fat content of coconut oil, and is it safe to cook with every day?",BOTH
What's the vitamin D content in salmon and is it safe to consume during pregnancy?,BOTH
What is the protein content of chicken breast?,NUTRITION_LOOKUP
Can you recommend some good books on artificial intelligence?,NONE
Can you guide me to Seoul?,NONE
Is veganism safe for people with multiple sclerosis?,HEALTH_ADVICE
Is intermittent fasting suitable for people with anxiety?,HEALTH_ADVICE
How much fat is in tomato exactly?,NUTRITION_LOOKUP
What is the calorie count for a large bagel?,NUTRITION_LOOKUP
How much fat is in egg exactly?,NUTRITION_LOOKUP
What is the current population of Berlin?,NONE
What's the calcium count of milk and can I drink more to help with osteoporosis?,BOTH
Give me the calorie value for a portion of tofu.,NUTRITION_LOOKUP
Will a vegan keto diet help improve my mental clarity and focus?,HEALTH_ADVICE
How do I write a recursive function in Python to solve this problem?,NONE
What's the protein in chicken breast per serving and will it help build muscle mass quickly?,BOTH
What are the benefits of eating probiotic-rich foods?,HEALTH_ADVICE
Will drinking green tea help lower cholesterol levels?,HEALTH_ADVICE
"How much sugar is in a medium-sized mango, and can I eat it if I'm trying to lose weight?",BOTH
Should I consider a low-FODMAP diet for bloating issues?,HEALTH_ADVICE
Tell me about the protein content of fish sticks,NUTRITION_LOOKUP
Can veganism help manage symptoms of irritable bowel syndrome?,HEALTH_ADVICE
Can a plant-based diet reverse heart disease?,HEALTH_ADVICE
Are there any specific stretches that can help alleviate lower back pain?,HEALTH_ADVICE
Is there sugar in 100% fruit juice?,NUTRITION_LOOKUP
Can I follow the DASH diet with a gluten intolerance?,HEALTH_ADVICE
Give me the potassium in sweet potatoes and recommend daily intake,BOTH
"How much potassium is in egg, and is it safe for fatty liver?",BOTH
"How much potassium is in salmon, and is it safe for diabetes?",BOTH
Give me the magnesium value for a portion of apple.,NUTRITION_LOOKUP
What was the main reason behind the fall of the Roman Empire?,NONE
What is the current population of Paris?,NONE
Here are 50 diverse questions where a user asks for both nutritional numbers AND health advice:,BOTH
How much calcium is in brown rice exactly?,NUTRITION_LOOKUP
Will a low-FODMAP diet ease symptoms of fibromyalgia?,HEALTH_ADVICE
How much fat is in coconut oil and is it healthy to consume in large quantities?,BOTH
Can you explain the concept of a black hole in simple terms?,NONE
How does the DASH diet impact cardiovascular health?,HEALTH_ADVICE
How many grams of carbs are in a serving of white potatoes?,NUTRITION_LOOKUP
What foods should I avoid if I have diverticulitis?,HEALTH_ADVICE
How does pescatarianism affect blood pressure in older adults?,HEALTH_ADVICE
What's the calorie count for a large burger?,NUTRITION_LOOKUP
How much sugar is in maple syrup and should I avoid using it for diabetes?,BOTH
Who was the first President of France after World War II?,NONE
"How many carbs are in white rice, and should I limit my intake if I'm trying to lose weight?",BOTH
Are there any benefits to drinking celery juice daily for detoxification?,HEALTH_ADVICE
Can I follow a vegan diet with rheumatoid arthritis?,HEALTH_ADVICE
Tell me the cholesterol content of eggs and should I limit my intake due to high levels,BOTH
Does a high fiber diet help manage blood sugar levels in type 2 diabetes patients?,HEALTH_ADVICE
How do I calculate the factorial of a number using Python's math module?,NONE
Is it going to be humid tomorrow in Miami?,NONE
What are the primary differences between a Macbook Air and a Dell laptop?,NONE
How many grams of protein are in Greek yogurt?,NUTRITION_LOOKUP
How much vitamin C is in an orange slice?,NUTRITION_LOOKUP
Who was the first President of the United States?,NONE
Give me the fat content in almonds per ounce and are they suitable for snacking on while trying to lose weight?,BOTH
What are some healthy fats to eat for weight loss?,HEALTH_ADVICE
Can I get the nutrition facts for a cup of cooked oatmeal?,NUTRITION_LOOKUP
Is cinnamon safe for someone with cholesterol?,HEALTH_ADVICE
"Can a gluten-free, sugar-free diet help manage symptoms of fibromyalgia?",HEALTH_ADVICE
What's the iron content in beef and is it suitable for people with high blood pressure?,BOTH
How much fiber is in broccoli and will it improve digestion?,BOTH
"What is the main character's name in the movie ""The Shawshank Redemption""?",NONE
What's the nutritional value of spinach?,NUTRITION_LOOKUP
Who was the first person to fly solo across the Atlantic Ocean?,NONE
Can a low-glycemic index diet help with weight loss and blood sugar control?,HEALTH_ADVICE
"Give me the calcium content of fortified plant-based milk, and should I drink it to prevent osteoporosis?",BOTH
Is it safe to combine herbal remedies with conventional medicine?,HEALTH_ADVICE
How many languages are spoken in India?,NONE
How much fat is in coconut oil?,NUTRITION_LOOKUP
Are there any benefits to taking turmeric supplements for inflammation reduction?,HEALTH_ADVICE
Should I incorporate more omega-3 rich foods into my diet for heart health?,HEALTH_ADVICE
How far is Rome from here?,NONE
What's the sugar content of a medium-sized orange?,NUTRITION_LOOKUP
Is it going to rain tomorrow according to the weather forecast?,NONE
"Who was the lead actor in the movie ""The Shawshank Redemption""?",NONE
"Tell me how many carbs are in a slice of whole wheat bread, and is it good for managing blood sugar?",BOTH
Should I limit my intake of processed meats?,HEALTH_ADVICE
How do I use a library in Python called requests?,NONE
Does green tea improve blood circulation?,HEALTH_ADVICE
How many carbs are in a slice of whole wheat bread and tell me if it affects blood sugar?,BOTH
What's the fat content of grilled chicken breast?,NUTRITION_LOOKUP
Give me the potassium content of bananas and tell me if they're good for athletes,BOTH
What is the best way to manage stress eating habits?,HEALTH_ADVICE
"What's the sugar content of fruit juice, and should I limit my intake as a diabetic?",BOTH
How to manage stress through dietary changes and supplements?,HEALTH_ADVICE
Is it safe to use public Wi-Fi while traveling abroad?,NONE
Can you provide the nutrition label for walnuts?,NUTRITION_LOOKUP
What's the sodium level in soy sauce and can it increase heart disease risk?,BOTH
What's the zinc content of oysters?,NUTRITION_LOOKUP
Tell me the fiber content of artichokes and will eating them regularly help lower cholesterol?,BOTH
What are some healthy fats that can be consumed by someone with high blood pressure?,HEALTH_ADVICE
Will a high-fiber diet help manage symptoms of diverticulitis?,HEALTH_ADVICE
Give me the calorie count of a serving of ice cream and tell me if it's bad for someone with high cholesterol,BOTH
"What's the potassium content of spinach, and can I eat it to lower my blood pressure?",BOTH
Is a whole foods diet crucial for preventing kidney stones?,HEALTH_ADVICE
What's the carb count for 1 cup of cooked quinoa?,NUTRITION_LOOKUP
Tell me the potassium level in bananas and if it helps prevent muscle cramps,BOTH
Give me the sodium in soy sauce and advise on low-sodium diets,BOTH
Is echinacea safe for someone with fatty liver?,HEALTH_ADVICE
"How much carb is in chicken breast, and is it safe for arthritis?",BOTH
Here are 50 diverse questions related to health advice:,HEALTH_ADVICE
Tell me the iron content in beef per serving and will it help with anemia treatment?,BOTH
Is there potassium in an avocado?,NUTRITION_LOOKUP
"Can you tell me the carb count of white bread, and should I avoid eating it when trying to lose weight?",BOTH
What is the sugar content of maple syrup?,NUTRITION_LOOKUP
What is the carbohydrate count in a cup of oatmeal?,NUTRITION_LOOKUP
Is the Mediterranean diet beneficial for heart health?,HEALTH_ADVICE
Who was the lead singer of the band Queen?,NONE
What's the fat content of a medium-sized eggplant?,NUTRITION_LOOKUP
Is ginseng safe for someone with celiac disease?,HEALTH_ADVICE
Can you calculate the calories in a McDonald's burger?,NUTRITION_LOOKUP
Is it possible to visit the ancient city of Petra without a guided tour?,NONE
How many feet are there in 100 meters?,NONE
Will it rain next Friday in London?,NONE
How does a Mediterranean-style diet affect cognitive function in older adults?,HEALTH_ADVICE
"How much cholesterol is in quinoa, and is it safe for hypertension?",BOTH
Will drinking green tea improve overall health in people with obesity?,HEALTH_ADVICE
How does a balanced gut microbiome impact mental health in seniors?,HEALTH_ADVICE
How many grams of carbs are in a serving of macaroni and cheese?,NUTRITION_LOOKUP
How much protein is in a large egg?,NUTRITION_LOOKUP
Is there a way to use AWS Lambda with Python functions?,NONE
Is there any evidence that probiotics help with seasonal allergies?,HEALTH_ADVICE
How much potassium is in peanut butter exactly?,NUTRITION_LOOKUP
Can you guide me to Rome?,NONE
Can you recommend a good podcast on science and history?,NONE
Can you tell me the nutritional facts for a serving of hummus?,NUTRITION_LOOKUP
How do you optimize a SQL query for better performance?,NONE
Can I get the nutritional values for a serving of Greek yogurt?,NUTRITION_LOOKUP
Can you calculate the area of a circle with radius 5 meters?,NONE
Can I alleviate seasonal affective disorder (SAD) symptoms with light therapy and dietary changes?,HEALTH_ADVICE
Give me the fiber content in broccoli and tell me if it helps lower blood pressure,BOTH
Is beef jerky low in fat?,NUTRITION_LOOKUP
Can I use Google Maps offline on my phone?,NONE
Is there a mobile app that can help me track my sleep patterns?,NONE
What's the protein content of lean ground beef?,NUTRITION_LOOKUP
Is ginger safe for someone with osteoporosis?,HEALTH_ADVICE
Are there any specific vitamins or minerals that can alleviate symptoms of adrenal fatigue?,HEALTH_ADVICE
How much sodium is in a cup of instant noodles?,NUTRITION_LOOKUP
Can chamomile help treat gout symptoms?,HEALTH_ADVICE
Can you write an algorithm to find the longest substring without repeating characters?,NONE
What are the best exercises for managing osteoporosis?,HEALTH_ADVICE
How much protein is in spinach exactly?,NUTRITION_LOOKUP
How many grams of protein are in a 3-ounce serving of lean beef?,NUTRITION_LOOKUP
Are low-carb diets beneficial for weight loss in people with insulin resistance?,HEALTH_ADVICE
What is the calorie count of a medium banana split?,NUTRITION_LOOKUP
What are the calories in a large cup of coffee with creamer and can it cause energy crashes?,BOTH
Which sport has the fastest players in the world?,NONE
Give me the cholesterol value for a portion of egg.,NUTRITION_LOOKUP
"I'm trying to learn how to code in C++, what are some good books to read?",NONE
How do I create a hash table data structure in Java?,NONE
How do I create a new project in Visual Studio Code?,NONE
Give me the iron content of spinach and will it improve my endurance?,BOTH
"How much sodium is in soy milk, and should I use it sparingly if I have high blood pressure?",BOTH
Can a dairy-free diet help alleviate symptoms of eczema?,HEALTH_ADVICE
What are the carbs in a slice of whole wheat bread?,NUTRITION_LOOKUP
Can you tell me the calorie count for a whole chicken?,NUTRITION_LOOKUP
What are some tips for improving my coding skills?,NONE
Tell me the protein amount in chicken thighs and if it helps with weight loss,BOTH
Will a plant-based diet cure type 2 diabetes?,HEALTH_ADVICE
Will it be cold during winter in Moscow?,NONE
What was the highest temperature ever recorded on Earth?,NONE
"How much protein is in cheese, and is it safe for hypertension?",BOTH
"How many calories are in a large serving of quinoa, and should I be eating that as part of my diet?",BOTH
Is there a way to automate tasks using Python's scheduling library?,NONE
What's the fat content of almond milk and is it suitable for people with high cholesterol?,BOTH
Can you explain the concept of blockchain technology?,NONE
What foods should I avoid if I have irritable bowel syndrome?,HEALTH_ADVICE
Is the average temperature in January higher than in February in New York City?,NONE
What's the calorie count of a large steak and should I eat it on a diet?,BOTH
Is there added sugar in ketchup?,NUTRITION_LOOKUP
How much sodium is in processed meats and will it increase blood pressure?,BOTH
How much caffeine is in a cup of green tea and can it improve mental focus or is it too much for daily consumption?,BOTH
How many continents are there on Earth?,NONE
Give me the calorie count of a large egg omelette and is it suitable for weight loss?,BOTH
How much protein is in chicken breast and can it help build muscle mass?,BOTH
Are there any artificial flavors in almond milk?,NUTRITION_LOOKUP
"What's the protein content of lentils, and can I use them as a substitute for meat?",BOTH
Are there any specific exercises that can help manage symptoms of post-traumatic stress disorder (PTSD)?,HEALTH_ADVICE
Can I get the nutritional info for a slice of whole wheat bread?,NUTRITION_LOOKUP
Should I avoid dairy with eczema?,HEALTH_ADVICE
What are some good websites for learning programming languages?,NONE
Is the paleo diet suitable for people with high blood pressure?,HEALTH_ADVICE
How can I reduce inflammation with rheumatoid arthritis?,HEALTH_ADVICE
"What's the vitamin D count of fortified cereals, and can I get enough from sunlight or supplements?",BOTH
What's the fat content of olive oil and will it raise my cholesterol?,BOTH
How many carbs are in a slice of cake?,NUTRITION_LOOKUP
"Can you give me the iron content of spinach, and can I take supplements if I'm deficient?",BOTH
Tell me the iron content in spinach and if it's beneficial for pregnant women,BOTH
What are the most popular programming languages used today?,NONE
How much vitamin C is in a cup of strawberries?,NUTRITION_LOOKUP
Is keto good for diabetes?,HEALTH_ADVICE
Provide the iron content in lentils and advise on iron deficiency anemia,BOTH
What should I eat to improve my heart health after a heart attack?,HEALTH_ADVICE
Is it safe to travel to Tokyo during cherry blossom season?,NONE
"How much protein is in chickpeas, and should I eat them daily to build muscle?",BOTH
"How much protein is in egg, and is it safe for anemia?",BOTH
"How much zinc is in almond, and is it safe for fatty liver?",BOTH
What's the sugar level in a donut?,NUTRITION_LOOKUP
Can you suggest a healthy snack plan for managing energy levels throughout the day?,HEALTH_ADVICE
How much fiber is in whole wheat pasta?,NUTRITION_LOOKUP
"How much potassium is in a medium-sized potato, and can it help lower blood pressure?",BOTH
Who played the role of Harry Potter in the movie franchise?,NONE
How many calories are in a McDonald's Big Mac?,NUTRITION_LOOKUP
Are there any specific exercises that can help improve bone density?,HEALTH_ADVICE
Can I eat dairy products if I have high cholesterol and high triglycerides?,HEALTH_ADVICE
What are some common types of programming errors?,NONE
Provide the protein in eggs and tell me if they're a good source for athletes,BOTH
"How much saturated fat is in coconut oil, and can I use it for cooking if I have high cholesterol?",BOTH
Can eating fermented foods help with mental health?,HEALTH_ADVICE
What is the calorie content of a medium sweet potato?,NUTRITION_LOOKUP
Give me the sodium content in chicken broth and tell me if it's safe to consume during pregnancy,BOTH
Can a Mediterranean diet help with PCOS?,HEALTH_ADVICE
"How much magnesium is in almond, and is it safe for fatty liver?",BOTH
How many carbs are in brown rice and can it cause weight gain?,BOTH
Is it safe to follow a high-protein diet if you have kidney problems?,HEALTH_ADVICE
Give me the fiber count of quinoa and can I eat it on a high-fiber diet?,BOTH
Is there an effective natural treatment for tinnitus (ringing in the ears)?,HEALTH_ADVICE
What is the fat content of a 3-ounce serving of salmon?,NUTRITION_LOOKUP
How do I set up two-factor authentication on my Google account?,NONE
Can you explain how to use regular expressions in Python?,NONE
"Give me the fiber content of almonds, and do they help with digestive issues?",BOTH
"What's the calcium level in tofu, and is it suitable for people with osteoporosis?",BOTH
What foods should I eat to boost energy levels?,HEALTH_ADVICE
How many grams of sodium are in a can of tuna?,NUTRITION_LOOKUP
Who was the leader of the United Kingdom during World War II?,NONE
Should I take omega-3 supplements daily?,HEALTH_ADVICE
"How much vitamin C is in salmon, and is it safe for obesity?",BOTH
"Can you give me the fiber content of brown rice, and can it lower cholesterol levels?",BOTH
Will eating foods rich in vitamin D help reduce risk of osteoporosis?,HEALTH_ADVICE
What is the capital of Japan?,NONE
Give me the sugar content in dates per serving and are they good for digestive health?,BOTH
Is it safe to drink apple cider vinegar daily?,HEALTH_ADVICE
Can you give me the nutritional info for a large order of fries?,NUTRITION_LOOKUP
How many players are on a soccer team?,NONE
Is there any sugar in whole wheat pasta?,NUTRITION_LOOKUP
What's the best way to manage stress and anxiety for someone with hypertension?,HEALTH_ADVICE
How does tai chi affect stress levels in older adults?,HEALTH_ADVICE
"Give me the calcium level in milk, and is it essential for people with osteoporosis?",BOTH
Is there a way to schedule tasks automatically using Python?,NONE
What's the protein level in Greek yogurt?,NUTRITION_LOOKUP
Give me the protein value for a portion of avocado.,NUTRITION_LOOKUP
How many calories does a can of Coca Cola have?,NUTRITION_LOOKUP
How much calorie is in egg exactly?,NUTRITION_LOOKUP
What's a suitable diet for someone with Crohn's disease?,HEALTH_ADVICE
Are there any specific vitamins that are essential for someone with osteoporosis?,HEALTH_ADVICE
What is the capital of Australia?,NONE
How many grams of fiber are in a serving of broccoli?,NUTRITION_LOOKUP
"Give me the potassium content of bananas, and can they help with blood pressure management?",BOTH
Can you explain the concept of Big O notation in computer science?,NONE
"Give me the calorie count of a cup of cooked oatmeal, and tell me if it helps lower cholesterol",BOTH
Can you write a C++ program to solve a Sudoku puzzle?,NONE
What is the highest mountain peak on Earth?,NONE
Is there any sugar in dates?,NUTRITION_LOOKUP
What is the iron level in a serving of cooked spinach?,NUTRITION_LOOKUP
How many calories does a serving of chicken wings have?,NUTRITION_LOOKUP
What's the nutritional value of chicken soup?,NUTRITION_LOOKUP
How many grams of sugar are in a can of soda?,NUTRITION_LOOKUP
How many calories are in a grilled chicken breast?,NUTRITION_LOOKUP
Will it be sunny in Paris next Wednesday?,NONE
Should I follow a 16:8 diet for weight loss?,HEALTH_ADVICE
"How much carb is in tofu, and is it safe for fatty liver?",BOTH
Can I get the sugar amount in a can of soda?,NUTRITION_LOOKUP
What are some healthy snacks for someone with high cholesterol?,HEALTH_ADVICE
What's the iron level in a slice of beef jerky?,NUTRITION_LOOKUP
Can you recommend a good science fiction book to read?,NONE
What is the sugar content of a small serving of ice cream?,NUTRITION_LOOKUP
Is there any evidence that the pyramids were built using advanced technology from ancient civilizations?,NONE
How do I create a graph using Python's matplotlib library?,NONE
Will a whole food-based diet improve symptoms of irritable bowel syndrome?,HEALTH_ADVICE
"What's the iron content of lentils, and can they help with anemia?",BOTH
Can you explain the concept of binary trees in data structures?,NONE
"Give me the protein content of chicken thighs, and are they good for muscle building?",BOTH
Do all programming languages have loops and conditional statements?,NONE
"How much sugar is in a serving of honey, and are they safe for diabetics?",BOTH
How many bytes are in 1 gigabyte?,NONE
"How much vitamin D is in chia seeds, and is it safe for gout?",BOTH
Will it be sunny during New Year's Eve in Tokyo?,NONE
How many grams of protein are in an egg and can I eat them daily for muscle growth?,BOTH
How does a neural network differ from a decision tree?,NONE
What's the vitamin C content in oranges per medium-sized fruit and are they good for immune system boost?,BOTH
How far is Paris from here?,NONE
Can I eat dairy on a low-cholesterol diet if it's from goats or sheep?,HEALTH_ADVICE
What's the protein level of a cup of cottage cheese?,NUTRITION_LOOKUP
Can you explain how blockchain technology works?,NONE
What's the cholesterol level of a single egg yolk?,NUTRITION_LOOKUP
Give me the magnesium value for a portion of peanut butter.,NUTRITION_LOOKUP
Here are 50 diverse questions that meet your requirements:,NONE
How much sodium is in canned black beans?,NUTRITION_LOOKUP
Give me the calcium value for a portion of peanut butter.,NUTRITION_LOOKUP
What was the name of the first person to walk on the moon?,NONE
How many calories are in a large egg?,NUTRITION_LOOKUP
Are antioxidants good for preventing cancer?,HEALTH_ADVICE
"How much saturated fat is in butter, and should I avoid eating it if I have high cholesterol?",BOTH
Is the 5:2 diet safe for people with hypoglycemia?,HEALTH_ADVICE
Can you recommend a book on the history of the internet?,NONE
How did the Roman Empire fall?,NONE
"How much vitamin D is in tofu, and is it safe for insomnia?",BOTH
"Give me the fat content of olive oil, and tell me if it's suitable for a low-fat diet",BOTH
What is the sodium content of soy milk?,NUTRITION_LOOKUP
How does a raw food diet affect digestion in older adults?,HEALTH_ADVICE
Can I make my own website using HTML and CSS?,NONE
How do I install Node.js on my machine?,NONE
Is it going to rain on my wedding day next Saturday?,NONE
Can I use PHP to create mobile apps?,NONE
How far is Toronto from here?,NONE
How much protein is in a serving of turkey breast?,NUTRITION_LOOKUP
How many calories in a serving of mac and cheese?,NUTRITION_LOOKUP
Is it possible to run a marathon with a broken ankle?,NONE
How many calories are in a cup of oatmeal?,NUTRITION_LOOKUP
Can you tell me the nutritional info for a plate of roasted vegetables?,NUTRITION_LOOKUP
"Give me the vitamin C content of oranges, and tell me if it helps boost immunity",BOTH
How much sodium is in beef exactly?,NUTRITION_LOOKUP
Tell me the iron content in spinach and is it safe for pregnant women to consume?,BOTH
What's the iron content in spinach leaves?,NUTRITION_LOOKUP
What was the main cause of World War I?,NONE
How do I calculate the standard deviation of a dataset in R?,NONE
Can you recommend some good online courses on data science?,NONE
What's the sodium level in a serving of soup?,NUTRITION_LOOKUP
"Give me the protein content of chicken breast, and will it help with muscle growth?",BOTH
Tell me the protein content of Greek yogurt and does it support muscle growth,BOTH
Should I avoid certain foods on an elimination diet?,HEALTH_ADVICE
How can I use essential oils for stress relief during menopause?,HEALTH_ADVICE
Can cinnamon help treat gout symptoms?,HEALTH_ADVICE
What was the first smartphone ever created?,NONE
What is the nutritional information for a cup of cooked oatmeal?,NUTRITION_LOOKUP
Can I have the nutrition label for pita bread?,NUTRITION_LOOKUP
How do I use grep to search for a specific pattern in a file?,NONE
Can you provide the nutritional information for a small apple juice?,NUTRITION_LOOKUP
Why does my computer take so long to boot up?,NONE
What's the sugar level in honey and should I use it as a sweetener?,BOTH
Is it possible to use a 3D printer to create functional mechanical parts?,NONE
Is lavender safe for someone with osteoporosis?,HEALTH_ADVICE
Will it snow in New York City next week?,NONE
"How much calcium is in milk, and can it prevent osteoporosis?",BOTH
What are some healthy alternatives to sugary drinks for someone with type 2 diabetes?,HEALTH_ADVICE
How can someone with celiac disease incorporate more gluten free grains into their diet?,HEALTH_ADVICE
Will a low-FODMAP diet help with irritable bowel syndrome?,HEALTH_ADVICE
What's the potassium content of banana chips?,NUTRITION_LOOKUP
How much zinc is in olive oil exactly?,NUTRITION_LOOKUP
Can you tell me the calorie count for a McDonald's Big Mac?,NUTRITION_LOOKUP
Will following a low-carb diet improve my energy levels?,HEALTH_ADVICE
What are the best foods to eat with celiac disease?,HEALTH_ADVICE
"How much sugar is in apple, and is it safe for osteoporosis?",BOTH
Will going vegan reduce my risk of cancer?,HEALTH_ADVICE
"What is the main theme of the movie ""The Matrix""?",NONE
Is almond milk high in protein?,NUTRITION_LOOKUP
Can I use a GoTo button in PowerPoint?,NONE
Is there any fat in Greek yogurt?,NUTRITION_LOOKUP
Can you give me the carb count for granola?,NUTRITION_LOOKUP
Can a gluten-free diet improve skin health?,HEALTH_ADVICE
Can you write a program to generate a Fibonacci sequence up to n terms?,NONE
What is the fat content of a pound of almonds?,NUTRITION_LOOKUP
Give me the iron content of spinach and tell me if it's good for anemia sufferers,BOTH
Should I take probiotics for acid reflux relief?,HEALTH_ADVICE
Can you write a recursive function in Java to calculate the factorial of a number?,NONE
"How much potassium is in a banana, and can it help lower blood pressure?",BOTH
What is the definition of a variable scope in programming?,NONE
What's the protein content of tuna?,NUTRITION_LOOKUP
What is the best way to learn machine learning from scratch?,NONE
Is it beneficial to follow the paleo diet for people with lupus?,HEALTH_ADVICE
How does a low-acidity diet affect individuals with gastroesophageal reflux disease (GERD)?,HEALTH_ADVICE
Is it possible to manage chronic fatigue syndrome through dietary changes?,HEALTH_ADVICE
What's the carb count of a cup of cooked brown rice?,NUTRITION_LOOKUP
"Give me the vitamin D content of fatty fish, and does it have any benefits for bone health?",BOTH
Give me the cholesterol value for a portion of cheese.,NUTRITION_LOOKUP
How do I calculate the area of a circle using Python's math module?,NONE
What is the sugar content of a can of soda?,NUTRITION_LOOKUP
"How much carb is in carrot, and is it safe for cholesterol?",BOTH
What is the current population of New York?,NONE
Which mountain range runs along the border between France and Spain?,NONE
What's the fat count of avocados and will they raise my cholesterol?,BOTH
Can rosemary help treat kidney disease symptoms?,HEALTH_ADVICE
Can soy help treat IBS symptoms?,HEALTH_ADVICE
Why does my internet connection keep dropping?,NONE
How many grams of carbs are in a serving of white rice?,NUTRITION_LOOKUP
