text,label
"What nutrients does chicken breast contain, and are those nutrients beneficial for high blood pressure?",BOTH
"For chronic kidney disease management, how much barley can I eat given its calories content?",BOTH
What percentage of daily total fat is in peaches?,NUTRITION_LOOKUP
Does pineapple have enough vitamin B12 to help with GERD?,BOTH
How does the carbohydrates in carrots compare to the daily requirement?,NUTRITION_LOOKUP
Should someone with type 1 diabetes limit dairy intake?,HEALTH_ADVICE
How does diet affect kidney disease?,HEALTH_ADVICE
How much zinc is there in a 150g portion of lobster?,NUTRITION_LOOKUP
How much sugar does salmon contain per serving?,NUTRITION_LOOKUP
What is a healthy diet for someone with type 1 diabetes?,HEALTH_ADVICE
What is the nutritional value of turkey breast in terms of vitamin C?,NUTRITION_LOOKUP
Can ginger reduce nausea during pregnancy?,HEALTH_ADVICE
"What is the cholesterol content of chicken breast, and should a patient with high cholesterol eat it?",BOTH
Is one piece of sunflower seeds too much sodium for a gastritis patient?,BOTH
Is the phosphorus content of sardines beneficial or harmful for low blood pressure?,BOTH
Can black beans help control polycystic ovary syndrome because of its saturated fat?,BOTH
Give me the selenium value for one cup of flaxseeds.,NUTRITION_LOOKUP
How many folate are in one tablespoon of dark chocolate?,NUTRITION_LOOKUP
Is one tablespoon of garlic too much omega-6 fatty acids for a acid reflux patient?,BOTH
Should someone with insomnia eat crab given its vitamin B12 content?,BOTH
How much vitamin B12 is in 100g of chicken breast?,NUTRITION_LOOKUP
Can eating green peas help with gluten intolerance?,HEALTH_ADVICE
Is turkey breast high in carbohydrates?,NUTRITION_LOOKUP
Is whole wheat bread a good source of vitamin C for people with elevated LDL cholesterol?,BOTH
How does cod's vitamin C level relate to chronic kidney disease?,BOTH
Should I avoid edamame if I have fatty liver disease?,HEALTH_ADVICE
How does diet affect gout?,HEALTH_ADVICE
I need the magnesium count for cod.,NUTRITION_LOOKUP
Give me the sodium value for one piece of coconut oil.,NUTRITION_LOOKUP
Is the omega-3 fatty acids level in tempeh appropriate for someone with hypertension?,BOTH
Is the calories level in zucchini appropriate for someone with hypothyroidism?,BOTH
How much fat is in 100g of salmon?,NUTRITION_LOOKUP
"Show me the calories, protein, fat, and carbs in 100g of salmon.",NUTRITION_LOOKUP
How much phosphorus does butter contain per serving?,NUTRITION_LOOKUP
"What is the calorie content of chicken breast, and should a patient with diabetes eat it?",BOTH
Is 200 calories worth of lobster too much saturated fat for a chronic kidney disease patient?,BOTH
Give me the thiamine value for two tablespoons of apples.,NUTRITION_LOOKUP
What are the selenium levels in pork loin?,NUTRITION_LOOKUP
What makes broccoli suitable or unsuitable for type 1 diabetes based on its total fat?,BOTH
Can chickpeas help control gastritis because of its potassium?,BOTH
Can Greek yogurt help control osteoporosis because of its selenium?,BOTH
Can skim milk help control gluten intolerance because of its calories?,BOTH
Can eating green peas help with metabolic syndrome?,HEALTH_ADVICE
How does the vitamin A in whole wheat bread compare to the daily requirement?,NUTRITION_LOOKUP
Which foods are beneficial for people with obesity?,HEALTH_ADVICE
Which foods are beneficial for people with diabetes?,HEALTH_ADVICE
Should I avoid lamb if I have fatty liver disease?,HEALTH_ADVICE
What vegetables are recommended for anemia?,HEALTH_ADVICE
Is a low-carb diet good for type 1 diabetes?,HEALTH_ADVICE
I need the protein count for olive oil.,NUTRITION_LOOKUP
What percentage of daily saturated fat is in Greek yogurt?,NUTRITION_LOOKUP
What makes mozzarella suitable or unsuitable for heart disease based on its vitamin A?,BOTH
What role does the vitamin A in pumpkin seeds play for people with irritable bowel syndrome?,BOTH
What foods should people with PCOS avoid?,HEALTH_ADVICE
"How much vitamin C is in chicken breast, and is it safe for someone with high cholesterol?",BOTH
How does diet affect iron-deficiency anemia?,HEALTH_ADVICE
Is tofu a good source of selenium for people with fatty liver disease?,BOTH
"How much cholesterol is in chicken breast, and is it safe for someone with diabetes?",BOTH
How many grams of protein are in shrimp?,NUTRITION_LOOKUP
Can eating blueberries help with type 1 diabetes?,HEALTH_ADVICE
Are there foods that worsen rheumatoid arthritis?,HEALTH_ADVICE
Is the sodium content of cashews beneficial or harmful for low blood pressure?,BOTH
How does pumpkin seeds's sodium level relate to metabolic syndrome?,BOTH
I need the niacin count for onions.,NUTRITION_LOOKUP
How much folate does strawberries contain per serving?,NUTRITION_LOOKUP
I need the vitamin A count for almonds.,NUTRITION_LOOKUP
How many calories are in one ounce of kale?,NUTRITION_LOOKUP
How does kale's selenium level relate to GERD?,BOTH
What eating habits help manage gout?,HEALTH_ADVICE
Does broccoli have enough potassium to help with inflammatory bowel disease?,BOTH
How much fat does salmon contain per serving?,NUTRITION_LOOKUP
How does diet affect obesity?,HEALTH_ADVICE
How much magnesium is in a 150g portion of salmon and is that good for gout attacks?,BOTH
What is the calcium content of salmon per 100g?,NUTRITION_LOOKUP
Should someone with depression limit dairy intake?,HEALTH_ADVICE
Can gout patients eat blueberries? What is the sugar content?,BOTH
What foods should people with type 1 diabetes avoid?,HEALTH_ADVICE
How much vitamin A does oranges contain per serving?,NUTRITION_LOOKUP
What is the best diet for controlling irritable bowel syndrome?,HEALTH_ADVICE
Is kale high in selenium and beneficial for gestational diabetes?,BOTH
How rich is cucumber in carbohydrates?,NUTRITION_LOOKUP
How does grapes's vitamin A level relate to heart disease?,BOTH
Can people with depression eat sweet potatoes?,HEALTH_ADVICE
"What is the vitamin C content of chicken breast, and should a patient with high blood pressure eat it?",BOTH
Is flaxseeds recommended for GERD? What is its vitamin B12 content per serving?,BOTH
What is a healthy diet for someone with iron-deficiency anemia?,HEALTH_ADVICE
How rich is soybeans in sugar?,NUTRITION_LOOKUP
Is half a cup of lamb too much iron for a metabolic syndrome patient?,BOTH
What is the vitamin C breakdown for watermelon?,NUTRITION_LOOKUP
What is the total fiber per 200 calories worth of cabbage?,NUTRITION_LOOKUP
Can eating pumpkin seeds help with anxiety?,HEALTH_ADVICE
Is almonds recommended or not recommended for gout attacks?,HEALTH_ADVICE
Can eating cabbage help with gout attacks?,HEALTH_ADVICE
Is potatoes recommended for type 1 diabetes? What is its sugar content per serving?,BOTH
Is the sugar content of almond butter beneficial or harmful for iron-deficiency anemia?,BOTH
What foods should people with low blood pressure avoid?,HEALTH_ADVICE
What is the exact protein in two tablespoons whole wheat bread?,NUTRITION_LOOKUP
How much phosphorus is in a small bowl of kale and is that good for celiac disease?,BOTH
"For high blood pressure management, how much peanuts can I eat given its protein content?",BOTH
What is the best diet for controlling inflammatory bowel disease?,HEALTH_ADVICE
Does Hibiscus sabdariffa have a uricosuric effect?,HEALTH_ADVICE
How much sugar is in a handful of of eggs and is that good for hypertension?,BOTH
Can consuming a combination of fructose and erythritol increase gastrointestinal symptoms?,HEALTH_ADVICE
What foods help reduce symptoms of depression?,HEALTH_ADVICE
How much selenium is in a 150g portion of almonds and is that good for type 1 diabetes?,BOTH
"How much cholesterol is in chicken breast, and is it safe for someone with high cholesterol?",BOTH
What is the best diet for controlling obesity?,HEALTH_ADVICE
Should someone with heart disease limit dairy intake?,HEALTH_ADVICE
What dietary changes help with diabetes?,HEALTH_ADVICE
Is lobster recommended or not recommended for elevated LDL cholesterol?,HEALTH_ADVICE
What is a healthy diet for someone with osteoporosis?,HEALTH_ADVICE
What role does the saturated fat in lobster play for people with low blood pressure?,BOTH
What is the vitamin D macro for whole milk?,NUTRITION_LOOKUP
What is the protein breakdown for grapes?,NUTRITION_LOOKUP
Which foods are beneficial for people with depression?,HEALTH_ADVICE
What is the phosphorus in sardines and is it good for gestational diabetes?,BOTH
Can you tell me the vitamin D in 200 calories worth of chicken breast?,NUTRITION_LOOKUP
How many cholesterol calories does whole wheat bread have?,NUTRITION_LOOKUP
Are there foods that worsen lactose intolerance?,HEALTH_ADVICE
Does tuna have enough phosphorus to help with diabetes?,BOTH
What role does the vitamin C in spinach play for people with celiac disease?,BOTH
Is watermelon high in zinc and beneficial for gluten intolerance?,BOTH
Are there foods that worsen coronary artery disease?,HEALTH_ADVICE
How many grams of vitamin A are in walnuts?,NUTRITION_LOOKUP
Can the zinc in cauliflower benefit gestational diabetes patients?,BOTH
What is the exact omega-3 fatty acids in one ounce brown rice?,NUTRITION_LOOKUP
Is a low-carb diet good for coronary artery disease?,HEALTH_ADVICE
Can eating cottage cheese help with diabetes?,HEALTH_ADVICE
How rich is tempeh in sugar?,NUTRITION_LOOKUP
Are grains good for someone with gestational diabetes?,HEALTH_ADVICE
Does tilapia have enough potassium to help with type 1 diabetes?,BOTH
Is the vitamin D content of Greek yogurt beneficial or harmful for gluten intolerance?,BOTH
How does eating white bread affect iron-deficiency anemia given its high phosphorus content?,BOTH
How much calories is there in one tablespoon of walnuts?,NUTRITION_LOOKUP
What role does the protein in tomatoes play for people with coronary artery disease?,BOTH
What is the exact saturated fat in one cup plain yogurt?,NUTRITION_LOOKUP
What is a healthy diet for someone with low blood pressure?,HEALTH_ADVICE
How much cholesterol is in 100g of chicken breast?,NUTRITION_LOOKUP
Should I avoid white rice if I have lactose intolerance?,HEALTH_ADVICE
How do different cooking methods affect the oxalate content of vegetables?,HEALTH_ADVICE
Is a low-carb diet good for rheumatoid arthritis?,HEALTH_ADVICE
Is the sodium content of apples beneficial or harmful for high cholesterol?,BOTH
How many thiamine are in a medium portion of duck?,NUTRITION_LOOKUP
Is it safe to eat walnuts with osteoporosis?,HEALTH_ADVICE
What is the best diet for controlling type 2 diabetes?,HEALTH_ADVICE
How much total fat does whole wheat bread contain per serving?,NUTRITION_LOOKUP
How much fiber does tilapia contain per serving?,NUTRITION_LOOKUP
Give me the thiamine value for two tablespoons of olive oil.,NUTRITION_LOOKUP
What is the thiamine macro for shrimp?,NUTRITION_LOOKUP
Does consuming a high-soy diet alter estrogen levels in breast nipple aspirate fluid?,HEALTH_ADVICE
I need the folate count for turkey breast.,NUTRITION_LOOKUP
How many selenium calories does sweet potatoes have?,NUTRITION_LOOKUP
How many grams of thiamine are in cabbage?,NUTRITION_LOOKUP
Are there foods that worsen chronic kidney disease?,HEALTH_ADVICE
What dietary changes help with anxiety?,HEALTH_ADVICE
How many vitamin D calories does tofu have?,NUTRITION_LOOKUP
What role does the vitamin B12 in beets play for people with iron-deficiency anemia?,BOTH
Can pumpkin seeds help control low blood pressure because of its selenium?,BOTH
How much niacin does kidney beans contain per serving?,NUTRITION_LOOKUP
Is the calcium level in salmon appropriate for someone with kidney disease?,BOTH
Is it safe to eat bell peppers with fatty liver disease?,HEALTH_ADVICE
How rich is whole wheat bread in vitamin B12?,NUTRITION_LOOKUP
Is green peas good for obesity? How much selenium does it contain?,BOTH
How should someone with rheumatoid arthritis adjust their diet?,HEALTH_ADVICE
What is the sugar macro for watermelon?,NUTRITION_LOOKUP
What is the total vitamin A per a handful of of shrimp?,NUTRITION_LOOKUP
Is asparagus a good source of selenium for people with metabolic syndrome?,BOTH
Can people with insomnia eat blueberries?,HEALTH_ADVICE
What fruits are safe for arthritis patients?,HEALTH_ADVICE
What proteins are best for a person with high cholesterol?,HEALTH_ADVICE
What eating habits help manage acid reflux?,HEALTH_ADVICE
How should someone with hypertension adjust their diet?,HEALTH_ADVICE
Is a 3-ounce portion of tempeh too much vitamin C for a celiac disease patient?,BOTH
Can people with hypertension eat grapes?,HEALTH_ADVICE
Does ginger improve bone health?,HEALTH_ADVICE
Can eating edamame help with celiac disease?,HEALTH_ADVICE
What is the protein content of mushrooms?,NUTRITION_LOOKUP
Should someone with anxiety eat cucumber given its vitamin D content?,BOTH
How much niacin is there in one ounce of coconut oil?,NUTRITION_LOOKUP
Can oats help control gastritis because of its vitamin C?,BOTH
How many iron calories does cabbage have?,NUTRITION_LOOKUP
How rich is kidney beans in vitamin A?,NUTRITION_LOOKUP
How does the omega-3 fatty acids in chickpeas compare to the daily requirement?,NUTRITION_LOOKUP
What makes blueberries suitable or unsuitable for chronic kidney disease based on its cholesterol?,BOTH
Is pumpkin seeds high in phosphorus and beneficial for hypertension?,BOTH
Best foods for managing inflammatory bowel disease?,HEALTH_ADVICE
Should I avoid asparagus if I have rheumatoid arthritis?,HEALTH_ADVICE
Is a low-carb diet good for hypertension?,HEALTH_ADVICE
Is almond butter a good source of zinc for people with heart disease?,BOTH
Is mango recommended or not recommended for coronary artery disease?,HEALTH_ADVICE
What is the sodium content of chicken breast per 100g?,NUTRITION_LOOKUP
Can PCOS patients eat tuna? What is the saturated fat content?,BOTH
Does tea drinking cause iron deficiency?,HEALTH_ADVICE
How many phosphorus calories does kale have?,NUTRITION_LOOKUP
Is one cup of cashews too much calcium for a insomnia patient?,BOTH
What are the magnesium levels in mango?,NUTRITION_LOOKUP
Is sardines high in vitamin C and beneficial for insomnia?,BOTH
Should I avoid celery if I have type 1 diabetes?,HEALTH_ADVICE
How does skim milk's cholesterol level relate to gestational diabetes?,BOTH
How many omega-3 fatty acids are in tempeh and is it safe for hypothyroidism?,BOTH
How does diet affect high blood pressure?,HEALTH_ADVICE
Should I avoid white bread if I have celiac disease?,HEALTH_ADVICE
Is mushrooms recommended for osteoporosis? What is its magnesium content per serving?,BOTH
What should I eat if I have irritable bowel syndrome?,HEALTH_ADVICE
Can the vitamin A in carrots benefit rheumatoid arthritis patients?,BOTH
What is the total phosphorus per 100 grams of avocado?,NUTRITION_LOOKUP
How many potassium are in a small bowl of duck?,NUTRITION_LOOKUP
Can eating pineapple help with lactose intolerance?,HEALTH_ADVICE
Which foods are beneficial for people with elevated LDL cholesterol?,HEALTH_ADVICE
What proteins are best for a person with celiac disease?,HEALTH_ADVICE
What fruits are safe for high blood pressure patients?,HEALTH_ADVICE
What snacks are suitable for someone with heart disease?,HEALTH_ADVICE
What is the nutritional value of lobster in terms of phosphorus?,NUTRITION_LOOKUP
What are the saturated fat levels in quinoa?,NUTRITION_LOOKUP
How does eating white rice affect chronic kidney disease given its high protein content?,BOTH
"For PCOS management, how much lobster can I eat given its vitamin D content?",BOTH
How much calcium does kale contain per serving?,NUTRITION_LOOKUP
Can ginger increase cancer risk?,HEALTH_ADVICE
How does the phosphorus in salmon compare to the daily requirement?,NUTRITION_LOOKUP
What percentage of daily total fat is in flaxseeds?,NUTRITION_LOOKUP
Is 100 grams of black beans too much thiamine for a insomnia patient?,BOTH
How rich is whole wheat bread in vitamin C?,NUTRITION_LOOKUP
"What is the vitamin C content of chicken breast, and should a patient with high cholesterol eat it?",BOTH
Is a low-carb diet good for gestational diabetes?,HEALTH_ADVICE
What is the cholesterol macro for tilapia?,NUTRITION_LOOKUP
Is yeast beta-glucan effective for preventing common colds?,HEALTH_ADVICE
How many saturated fat are in whole milk and is it safe for GERD?,BOTH
How many sodium are in 100 grams of pumpkin seeds?,NUTRITION_LOOKUP
How rich is coconut oil in sugar?,NUTRITION_LOOKUP
Can people with low blood pressure eat duck?,HEALTH_ADVICE
Is one piece of apples too much vitamin B12 for a heart disease patient?,BOTH
How does diet affect celiac disease?,HEALTH_ADVICE
Can the zinc in skim milk benefit irritable bowel syndrome patients?,BOTH
Can eating white bread help with osteoporosis?,HEALTH_ADVICE
What makes duck suitable or unsuitable for gluten intolerance based on its carbohydrates?,BOTH
Is avocado high in omega-6 fatty acids?,NUTRITION_LOOKUP
Can skim milk help control osteoporosis because of its thiamine?,BOTH
Is the selenium level in zucchini appropriate for someone with obesity?,BOTH
What is the carbohydrates in grapes and is it good for type 1 diabetes?,BOTH
Can the saturated fat in apples benefit gestational diabetes patients?,BOTH
Is brown rice high in vitamin A and beneficial for celiac disease?,BOTH
What is the best diet for controlling rheumatoid arthritis?,HEALTH_ADVICE
What is the vitamin D in peanut butter and is it good for inflammatory bowel disease?,BOTH
What is the nutritional value of beets in terms of vitamin A?,NUTRITION_LOOKUP
I need the carbohydrates count for Greek yogurt.,NUTRITION_LOOKUP
Is sweet potatoes recommended or not recommended for polycystic ovary syndrome?,HEALTH_ADVICE
What is the exact omega-6 fatty acids in half a cup grapes?,NUTRITION_LOOKUP
Can eating grapes help with anemia?,HEALTH_ADVICE
How does eating sardines affect PCOS given its high sugar content?,BOTH
How many grams of omega-3 fatty acids are in almond butter?,NUTRITION_LOOKUP
Should I avoid tofu if I have gestational diabetes?,HEALTH_ADVICE
Is oranges high in iron?,NUTRITION_LOOKUP
Give me the thiamine value for a 3-ounce portion of watermelon.,NUTRITION_LOOKUP
How many omega-3 fatty acids calories does black beans have?,NUTRITION_LOOKUP
How many vitamin B12 are in tomatoes and is it safe for polycystic ovary syndrome?,BOTH
What vegetables are recommended for lactose intolerance?,HEALTH_ADVICE
What is the exact niacin in one cup oats?,NUTRITION_LOOKUP
How many omega-6 fatty acids are in eggs and is it safe for gestational diabetes?,BOTH
Is soybeans good for coronary artery disease? How much sugar does it contain?,BOTH
What makes skim milk suitable or unsuitable for gastritis based on its phosphorus?,BOTH
How many magnesium are in a small bowl of white bread?,NUTRITION_LOOKUP
Is it safe to eat beets with kidney disease?,HEALTH_ADVICE
What makes kale suitable or unsuitable for anemia based on its potassium?,BOTH
How many grams of omega-6 fatty acids are in chia seeds?,NUTRITION_LOOKUP
How does eating Greek yogurt affect arthritis given its high niacin content?,BOTH
How much niacin is there in a medium portion of pasta?,NUTRITION_LOOKUP
What is the nutritional value of mango in terms of thiamine?,NUTRITION_LOOKUP
"How much sodium is in chicken breast, and is it safe for someone with high blood pressure?",BOTH
How much folate is in one ounce of mozzarella and is that good for hypothyroidism?,BOTH
Is crab high in riboflavin and beneficial for chronic kidney disease?,BOTH
What is the vitamin B12 content of cabbage?,NUTRITION_LOOKUP
What is the cholesterol macro for whole wheat bread?,NUTRITION_LOOKUP
What is the total vitamin A per 100 grams of sunflower seeds?,NUTRITION_LOOKUP
How much omega-3 does chicken breast contain per serving?,NUTRITION_LOOKUP
How many folate are in pineapple and is it safe for chronic kidney disease?,BOTH
Is turkey breast recommended or not recommended for insomnia?,HEALTH_ADVICE
Is plain yogurt recommended or not recommended for lactose intolerance?,HEALTH_ADVICE
Is chickpeas good for anemia? How much carbohydrates does it contain?,BOTH
What eating habits help manage type 1 diabetes?,HEALTH_ADVICE
Is cabbage high in riboflavin?,NUTRITION_LOOKUP
Diet recommendations for lactose intolerance patients?,HEALTH_ADVICE
"What is the sugar content of chicken breast, and should a patient with high blood pressure eat it?",BOTH
Best foods for managing low blood pressure?,HEALTH_ADVICE
Is the sodium level in grapes appropriate for someone with coronary artery disease?,BOTH
How many grams of potassium are in sweet potatoes?,NUTRITION_LOOKUP
What is the vitamin D breakdown for white rice?,NUTRITION_LOOKUP
What is the magnesium content of chicken breast per 100g?,NUTRITION_LOOKUP
Is it safe to eat whole milk with heart disease?,HEALTH_ADVICE
What foods should people with gout attacks avoid?,HEALTH_ADVICE
Can eating eggs help with metabolic syndrome?,HEALTH_ADVICE
What snacks are suitable for someone with polycystic ovary syndrome?,HEALTH_ADVICE
Is eggs recommended or not recommended for inflammatory bowel disease?,HEALTH_ADVICE
Are microgreens more nutritious than mature leaves?,HEALTH_ADVICE
What is the total thiamine per one ounce of tilapia?,NUTRITION_LOOKUP
Is oranges high in niacin and beneficial for celiac disease?,BOTH
What foods help reduce symptoms of lactose intolerance?,HEALTH_ADVICE
What makes lobster suitable or unsuitable for depression based on its sodium?,BOTH
What are the omega-6 fatty acids levels in garlic?,NUTRITION_LOOKUP
What is the best diet for controlling high cholesterol?,HEALTH_ADVICE
What role does the zinc in brown rice play for people with lactose intolerance?,BOTH
How does diet affect inflammatory bowel disease?,HEALTH_ADVICE
Can the niacin in broccoli benefit low blood pressure patients?,BOTH
Give me the niacin value for a small bowl of peanut butter.,NUTRITION_LOOKUP
Is half a cup of soybeans too much vitamin C for a heart disease patient?,BOTH
What eating habits help manage GERD?,HEALTH_ADVICE
What are the fiber levels in beef?,NUTRITION_LOOKUP
How does eating cucumber affect coronary artery disease given its high omega-6 fatty acids content?,BOTH
Is olive oil recommended or not recommended for gestational diabetes?,HEALTH_ADVICE
What is the omega-6 fatty acids in mozzarella and is it good for PCOS?,BOTH
How many grams of sugar are in lentils?,NUTRITION_LOOKUP
How many calcium are in crab and is it safe for chronic kidney disease?,BOTH
Can eating tuna help with hyperthyroidism?,HEALTH_ADVICE
Should someone with gastritis limit dairy intake?,HEALTH_ADVICE
Is duck high in phosphorus?,NUTRITION_LOOKUP
Is it safe to eat kale with high blood pressure?,HEALTH_ADVICE
What role does the folate in soybeans play for people with depression?,BOTH
What vegetables are recommended for low blood pressure?,HEALTH_ADVICE
What is the nutritional value of quinoa in terms of iron?,NUTRITION_LOOKUP
Does dark chocolate have enough calories to help with iron-deficiency anemia?,BOTH
How does diet affect diabetes?,HEALTH_ADVICE
How much omega-3 is in 100g of salmon?,NUTRITION_LOOKUP
How much omega-3 fatty acids is in two tablespoons of salmon and is that good for anxiety?,BOTH
Are there safe alternatives to NSAIDs for managing severe primary dysmenorrhea?,HEALTH_ADVICE
How much protein does chicken breast contain per serving?,NUTRITION_LOOKUP
Can you tell me the calcium in two tablespoons of sardines?,NUTRITION_LOOKUP
What percentage of daily sugar is in tempeh?,NUTRITION_LOOKUP
What is the calories content of soybeans?,NUTRITION_LOOKUP
Does marjoram tea affect the hormonal profile in women with PCOS?,HEALTH_ADVICE
Can eating beets help with gestational diabetes?,HEALTH_ADVICE
What proteins are best for a person with type 1 diabetes?,HEALTH_ADVICE
Is the omega-3 fatty acids level in kiwi appropriate for someone with polycystic ovary syndrome?,BOTH
What snacks are suitable for someone with type 1 diabetes?,HEALTH_ADVICE
Can hypertension patients eat turkey breast? What is the iron content?,BOTH
How does the cholesterol in chicken breast compare to the daily requirement?,NUTRITION_LOOKUP
What is the best diet for controlling gout attacks?,HEALTH_ADVICE
How does pasta's magnesium level relate to anemia?,BOTH
Can strawberries help control type 1 diabetes because of its sodium?,BOTH
What is the sugar content of edamame?,NUTRITION_LOOKUP
What foods should people with fatty liver disease avoid?,HEALTH_ADVICE
How rich is beef in iron?,NUTRITION_LOOKUP
How should someone with elevated LDL cholesterol adjust their diet?,HEALTH_ADVICE
What is the carbohydrates content of chicken breast per 100g?,NUTRITION_LOOKUP
Should someone with gout attacks eat carrots given its riboflavin content?,BOTH
How does strawberries's iron level relate to celiac disease?,BOTH
Is quinoa a good source of carbohydrates for people with polycystic ovary syndrome?,BOTH
What is the carbohydrates breakdown for olive oil?,NUTRITION_LOOKUP
How many selenium are in quinoa and is it safe for hyperthyroidism?,BOTH
What dietary changes help with acid reflux?,HEALTH_ADVICE
Are grains good for someone with inflammatory bowel disease?,HEALTH_ADVICE
Can onions help control type 1 diabetes because of its calories?,BOTH
Is a low-carb diet good for polycystic ovary syndrome?,HEALTH_ADVICE
Should someone with hyperthyroidism eat pinto beans given its sugar content?,BOTH
What proteins are best for a person with gestational diabetes?,HEALTH_ADVICE
How much potassium is there in a 150g portion of mango?,NUTRITION_LOOKUP
How much fiber does chicken breast contain per serving?,NUTRITION_LOOKUP
How many grams of omega-3 fatty acids are in kale?,NUTRITION_LOOKUP
What proteins are best for a person with irritable bowel syndrome?,HEALTH_ADVICE
What is the best diet for controlling chronic kidney disease?,HEALTH_ADVICE
What is the total vitamin D per 200 calories worth of celery?,NUTRITION_LOOKUP
What dietary changes help with high blood pressure?,HEALTH_ADVICE
Is peaches good for iron-deficiency anemia? How much niacin does it contain?,BOTH
Is kiwi high in sodium and beneficial for gout?,BOTH
What are the saturated fat levels in plain yogurt?,NUTRITION_LOOKUP
What is the vitamin C content of onions?,NUTRITION_LOOKUP
"For metabolic syndrome management, how much peanut butter can I eat given its vitamin C content?",BOTH
Should someone with inflammatory bowel disease limit dairy intake?,HEALTH_ADVICE
What is the sugar macro for sunflower seeds?,NUTRITION_LOOKUP
Should someone with hyperthyroidism limit dairy intake?,HEALTH_ADVICE
What is the cholesterol breakdown for coconut oil?,NUTRITION_LOOKUP
Can high homocysteine levels and B-vitamin deficiency cause brain atrophy in the elderly?,HEALTH_ADVICE
What fruits are safe for iron-deficiency anemia patients?,HEALTH_ADVICE
Which foods are beneficial for people with fatty liver disease?,HEALTH_ADVICE
Does chia seeds have a lot of folate?,NUTRITION_LOOKUP
Can people with lactose intolerance eat cabbage?,HEALTH_ADVICE
How much sodium is there in one tablespoon of tofu?,NUTRITION_LOOKUP
What makes quinoa suitable or unsuitable for hyperthyroidism based on its zinc?,BOTH
How many saturated fat are in half a cup of almond butter?,NUTRITION_LOOKUP
Best foods for managing anemia?,HEALTH_ADVICE
Is pumpkin seeds good for fatty liver disease? How much riboflavin does it contain?,BOTH
Are grains good for someone with iron-deficiency anemia?,HEALTH_ADVICE
Should someone with type 2 diabetes eat pasta given its phosphorus content?,BOTH
Give me the folate value for one tablespoon of tofu.,NUTRITION_LOOKUP
Best foods for managing diabetes?,HEALTH_ADVICE
What should I eat if I have gout?,HEALTH_ADVICE
What is the sodium content of white rice?,NUTRITION_LOOKUP
How does white bread's selenium level relate to gastritis?,BOTH
Are grains good for someone with lactose intolerance?,HEALTH_ADVICE
How rich is chickpeas in omega-6 fatty acids?,NUTRITION_LOOKUP
Can people with GERD eat tuna?,HEALTH_ADVICE
What is the exact carbohydrates in one tablespoon Greek yogurt?,NUTRITION_LOOKUP
What dietary changes help with anemia?,HEALTH_ADVICE
How does eating dark chocolate affect GERD given its high total fat content?,BOTH
Can ginger help alleviate nausea and vomiting during pregnancy?,HEALTH_ADVICE
Is carrots good for coronary artery disease? How much phosphorus does it contain?,BOTH
Is salmon recommended for gout attacks? What is its selenium content per serving?,BOTH
Should I avoid chicken breast if I have kidney disease?,HEALTH_ADVICE
How does dark chocolate's carbohydrates level relate to hypertension?,BOTH
Can eating potatoes help with type 2 diabetes?,HEALTH_ADVICE
What fruits are safe for depression patients?,HEALTH_ADVICE
Does ginger reduce inflammation?,HEALTH_ADVICE
What role does the fiber in beef play for people with gout?,BOTH
Give me the omega-6 fatty acids value for 100g of grapes.,NUTRITION_LOOKUP
Is the sodium content of peanuts beneficial or harmful for osteoporosis?,BOTH
What is the carbohydrates macro for kiwi?,NUTRITION_LOOKUP
What is the selenium macro for green peas?,NUTRITION_LOOKUP
"For gastritis management, how much blueberries can I eat given its total fat content?",BOTH
Does Greek yogurt have a lot of protein?,NUTRITION_LOOKUP
Best foods for managing coronary artery disease?,HEALTH_ADVICE
Are grains good for someone with obesity?,HEALTH_ADVICE
Give me the vitamin B12 value for a medium portion of eggs.,NUTRITION_LOOKUP
Does sweet potatoes have enough folate to help with celiac disease?,BOTH
What percentage of daily zinc is in sweet potatoes?,NUTRITION_LOOKUP
Can people with iron-deficiency anemia eat kale?,HEALTH_ADVICE
What is the best diet for controlling low blood pressure?,HEALTH_ADVICE
How many grams of phosphorus are in walnuts?,NUTRITION_LOOKUP
Is whole milk recommended or not recommended for fatty liver disease?,HEALTH_ADVICE
What is the omega-6 fatty acids macro for tofu?,NUTRITION_LOOKUP
How many iron are in shrimp and is it safe for anemia?,BOTH
What foods help reduce symptoms of insomnia?,HEALTH_ADVICE
Is grapes recommended for iron-deficiency anemia? What is its calcium content per serving?,BOTH
Can the riboflavin in cucumber benefit depression patients?,BOTH
"How much omega-3 is in chicken breast, and is it safe for someone with diabetes?",BOTH
Does pinto beans have enough iron to help with acid reflux?,BOTH
Can people with gastritis eat spinach?,HEALTH_ADVICE
Is a low-carb diet good for anemia?,HEALTH_ADVICE
Are there foods that worsen depression?,HEALTH_ADVICE
"What is the omega-3 content of chicken breast, and should a patient with high blood pressure eat it?",BOTH
How does diet affect heart disease?,HEALTH_ADVICE
What is the exact selenium in one cup almonds?,NUTRITION_LOOKUP
Can eating pineapple help with gout?,HEALTH_ADVICE
How much riboflavin is there in one serving of kiwi?,NUTRITION_LOOKUP
How does chickpeas's vitamin C level relate to metabolic syndrome?,BOTH
What snacks are suitable for someone with hyperthyroidism?,HEALTH_ADVICE
What is the nutritional value of kidney beans in terms of folate?,NUTRITION_LOOKUP
How many sodium are in two tablespoons of cabbage?,NUTRITION_LOOKUP
